Palavra,Artista,Quantidade_y,Quantidade_total,Gênero,Década de nascimento,UF de nascimento,Nome
deliver,arlindo-neto,2,774,Man,1990-1999,RJ,Arlindo Neto
to hopes,arlindo-neto,3,622,Man,1990-1999,RJ,Arlindo Neto
wait,arlindo-neto,1,1753,Man,1990-1999,RJ,Arlindo Neto
forget,arlindo-neto,1,2291,Man,1990-1999,RJ,Arlindo Neto
miss,arlindo-neto,1,925,Man,1990-1999,RJ,Arlindo Neto
happiness,arlindo-neto,2,1110,Man,1990-1999,RJ,Arlindo Neto
happy,arlindo-neto,3,2585,Man,1990-1999,RJ,Arlindo Neto
party,arlindo-neto,5,808,Man,1990-1999,RJ,Arlindo Neto
end,arlindo-neto,1,1834,Man,1990-1999,RJ,Arlindo Neto
to merge,arlindo-neto,2,635,Man,1990-1999,RJ,Arlindo Neto
faith,arlindo-neto,7,861,Man,1990-1999,RJ,Arlindo Neto
people,arlindo-neto,22,5724,Man,1990-1999,RJ,Arlindo Neto
like,arlindo-neto,1,2259,Man,1990-1999,RJ,Arlindo Neto
big,arlindo-neto,1,1626,Man,1990-1999,RJ,Arlindo Neto
save,arlindo-neto,1,807,Man,1990-1999,RJ,Arlindo Neto
story,arlindo-neto,6,728,Man,1990-1999,RJ,Arlindo Neto
today,arlindo-neto,4,2878,Man,1990-1999,RJ,Arlindo Neto
hour,arlindo-neto,1,2096,Man,1990-1999,RJ,Arlindo Neto
illusion,arlindo-neto,1,847,Man,1990-1999,RJ,Arlindo Neto
acquaint,arlindo-neto,3,1032,Man,1990-1999,RJ,Arlindo Neto
to play,arlindo-neto,1,1562,Man,1990-1999,RJ,Arlindo Neto
to read,arlindo-neto,2,934,Man,1990-1999,RJ,Arlindo Neto
take along,arlindo-neto,5,2918,Man,1990-1999,RJ,Arlindo Neto
beautiful,arlindo-neto,1,843,Man,1990-1999,RJ,Arlindo Neto
pretty,arlindo-neto,4,954,Man,1990-1999,RJ,Arlindo Neto
place,arlindo-neto,1,1602,Man,1990-1999,RJ,Arlindo Neto
to fight,arlindo-neto,4,636,Man,1990-1999,RJ,Arlindo Neto
sparkle,arlindo-neto,1,1704,Man,1990-1999,RJ,Arlindo Neto
rascal,arlindo-neto,1,604,Man,1990-1999,RJ,Arlindo Neto
to send,arlindo-neto,1,1580,Man,1990-1999,RJ,Arlindo Neto
morning,arlindo-neto,1,794,Man,1990-1999,RJ,Arlindo Neto
sea,arlindo-neto,2,2991,Man,1990-1999,RJ,Arlindo Neto
to kill,arlindo-neto,1,1245,Man,1990-1999,RJ,Arlindo Neto
to deserve,arlindo-neto,1,621,Man,1990-1999,RJ,Arlindo Neto
same,arlindo-neto,1,2388,Man,1990-1999,RJ,Arlindo Neto
time,arlindo-neto,1,820,Man,1990-1999,RJ,Arlindo Neto
to die,arlindo-neto,2,2666,Man,1990-1999,RJ,Arlindo Neto
Show,arlindo-neto,1,717,Man,1990-1999,RJ,Arlindo Neto
change,arlindo-neto,1,1098,Man,1990-1999,RJ,Arlindo Neto
woman,arlindo-neto,1,2994,Man,1990-1999,RJ,Arlindo Neto
world,arlindo-neto,2,3522,Man,1990-1999,RJ,Arlindo Neto
hand,arlindo-neto,1,2300,Man,1990-1999,RJ,Arlindo Neto
born,arlindo-neto,3,1401,Man,1990-1999,RJ,Arlindo Neto
deny,arlindo-neto,12,1206,Man,1990-1999,RJ,Arlindo Neto
black,arlindo-neto,2,671,Man,1990-1999,RJ,Arlindo Neto
Never,arlindo-neto,1,2565,Man,1990-1999,RJ,Arlindo Neto
to look,arlindo-neto,2,4919,Man,1990-1999,RJ,Arlindo Neto
eye,arlindo-neto,1,1668,Man,1990-1999,RJ,Arlindo Neto
other,arlindo-neto,5,2805,Man,1990-1999,RJ,Arlindo Neto
listen,arlindo-neto,1,1639,Man,1990-1999,RJ,Arlindo Neto
pay,arlindo-neto,1,832,Man,1990-1999,RJ,Arlindo Neto
passion,arlindo-neto,3,1591,Man,1990-1999,RJ,Arlindo Neto
stop,arlindo-neto,1,1510,Man,1990-1999,RJ,Arlindo Neto
seem,arlindo-neto,1,793,Man,1990-1999,RJ,Arlindo Neto
leave,arlindo-neto,1,1209,Man,1990-1999,RJ,Arlindo Neto
to spend,arlindo-neto,3,4368,Man,1990-1999,RJ,Arlindo Neto
peace,arlindo-neto,2,1855,Man,1990-1999,RJ,Arlindo Neto
ask,arlindo-neto,2,2118,Man,1990-1999,RJ,Arlindo Neto
take,arlindo-neto,1,1843,Man,1990-1999,RJ,Arlindo Neto
fur,arlindo-neto,1,598,Man,1990-1999,RJ,Arlindo Neto
think,arlindo-neto,2,2418,Man,1990-1999,RJ,Arlindo Neto
lose,arlindo-neto,12,2443,Man,1990-1999,RJ,Arlindo Neto
near,arlindo-neto,2,647,Man,1990-1999,RJ,Arlindo Neto
power,arlindo-neto,9,7634,Man,1990-1999,RJ,Arlindo Neto
people,arlindo-neto,5,1256,Man,1990-1999,RJ,Arlindo Neto
first,arlindo-neto,1,882,Man,1990-1999,RJ,Arlindo Neto
foot,arlindo-neto,2,1424,Man,1990-1999,RJ,Arlindo Neto
break,arlindo-neto,1,614,Man,1990-1999,RJ,Arlindo Neto
King,arlindo-neto,1,998,Man,1990-1999,RJ,Arlindo Neto
River,arlindo-neto,3,758,Man,1990-1999,RJ,Arlindo Neto
rotate,arlindo-neto,1,884,Man,1990-1999,RJ,Arlindo Neto
to roll,arlindo-neto,1,626,Man,1990-1999,RJ,Arlindo Neto
collapse,arlindo-neto,1,868,Man,1990-1999,RJ,Arlindo Neto
to samba,arlindo-neto,7,6306,Man,1990-1999,RJ,Arlindo Neto
Holy,arlindo-neto,4,780,Man,1990-1999,RJ,Arlindo Neto
miss,arlindo-neto,6,2670,Man,1990-1999,RJ,Arlindo Neto
ever,arlindo-neto,5,3360,Man,1990-1999,RJ,Arlindo Neto
Mr,arlindo-neto,3,1178,Man,1990-1999,RJ,Arlindo Neto
to feel,arlindo-neto,2,3125,Man,1990-1999,RJ,Arlindo Neto
Sun,arlindo-neto,1,2154,Man,1990-1999,RJ,Arlindo Neto
to dream,arlindo-neto,1,2462,Man,1990-1999,RJ,Arlindo Neto
dream,arlindo-neto,2,1098,Man,1990-1999,RJ,Arlindo Neto
smile,arlindo-neto,1,896,Man,1990-1999,RJ,Arlindo Neto
to sweat,arlindo-neto,1,3445,Man,1990-1999,RJ,Arlindo Neto
move up,arlindo-neto,1,519,Man,1990-1999,RJ,Arlindo Neto
touch,arlindo-neto,2,1207,Man,1990-1999,RJ,Arlindo Neto
to take,arlindo-neto,2,897,Man,1990-1999,RJ,Arlindo Neto
to work,arlindo-neto,1,743,Man,1990-1999,RJ,Arlindo Neto
sadness,arlindo-neto,1,1071,Man,1990-1999,RJ,Arlindo Neto
worth,arlindo-neto,1,1283,Man,1990-1999,RJ,Arlindo Neto
to see,arlindo-neto,7,9632,Man,1990-1999,RJ,Arlindo Neto
life,arlindo-neto,9,6401,Man,1990-1999,RJ,Arlindo Neto
turn,arlindo-neto,2,1109,Man,1990-1999,RJ,Arlindo Neto
to live,arlindo-neto,1,4828,Man,1990-1999,RJ,Arlindo Neto
come back,arlindo-neto,6,3429,Man,1990-1999,RJ,Arlindo Neto
will,arlindo-neto,1,833,Man,1990-1999,RJ,Arlindo Neto
Water,arlindo-neto,2,1388,Man,1990-1999,RJ,Arlindo Neto
to finish,delcio-carvalho,2,1832,Man,1930-1939,RJ,Delcio Carvalho
find,delcio-carvalho,1,1151,Man,1930-1939,RJ,Delcio Carvalho
happen,delcio-carvalho,1,929,Man,1930-1939,RJ,Delcio Carvalho
to believe,delcio-carvalho,2,756,Man,1930-1939,RJ,Delcio Carvalho
bye,delcio-carvalho,1,801,Man,1930-1939,RJ,Delcio Carvalho
now,delcio-carvalho,1,2881,Man,1930-1939,RJ,Delcio Carvalho
happiness,delcio-carvalho,1,1494,Man,1930-1939,RJ,Delcio Carvalho
love,delcio-carvalho,10,31458,Man,1930-1939,RJ,Delcio Carvalho
air,delcio-carvalho,2,778,Man,1930-1939,RJ,Delcio Carvalho
beauty,delcio-carvalho,2,765,Man,1930-1939,RJ,Delcio Carvalho
beautiful,delcio-carvalho,1,561,Man,1930-1939,RJ,Delcio Carvalho
mouth,delcio-carvalho,1,1198,Man,1930-1939,RJ,Delcio Carvalho
Good,delcio-carvalho,2,3691,Man,1930-1939,RJ,Delcio Carvalho
arm,delcio-carvalho,1,799,Man,1930-1939,RJ,Delcio Carvalho
search,delcio-carvalho,1,674,Man,1930-1939,RJ,Delcio Carvalho
to fall,delcio-carvalho,1,1544,Man,1930-1939,RJ,Delcio Carvalho
weary,delcio-carvalho,2,880,Man,1930-1939,RJ,Delcio Carvalho
sing,delcio-carvalho,12,8891,Man,1930-1939,RJ,Delcio Carvalho
song,delcio-carvalho,3,1030,Man,1930-1939,RJ,Delcio Carvalho
cry,delcio-carvalho,4,4386,Man,1930-1939,RJ,Delcio Carvalho
floor,delcio-carvalho,1,1037,Man,1930-1939,RJ,Delcio Carvalho
thing,delcio-carvalho,1,2410,Man,1930-1939,RJ,Delcio Carvalho
eat,delcio-carvalho,1,4536,Man,1930-1939,RJ,Delcio Carvalho
heart,delcio-carvalho,6,6266,Man,1930-1939,RJ,Delcio Carvalho
body,delcio-carvalho,1,1523,Man,1930-1939,RJ,Delcio Carvalho
sky,delcio-carvalho,5,2061,Man,1930-1939,RJ,Delcio Carvalho
to dance,delcio-carvalho,2,1429,Man,1930-1939,RJ,Delcio Carvalho
inside,delcio-carvalho,1,1212,Man,1930-1939,RJ,Delcio Carvalho
earmark,delcio-carvalho,2,562,Man,1930-1939,RJ,Delcio Carvalho
day,delcio-carvalho,1,4842,Man,1930-1939,RJ,Delcio Carvalho
ache,delcio-carvalho,1,2290,Man,1930-1939,RJ,Delcio Carvalho
emotion,delcio-carvalho,3,671,Man,1930-1939,RJ,Delcio Carvalho
meet,delcio-carvalho,3,2135,Man,1930-1939,RJ,Delcio Carvalho
deliver,delcio-carvalho,1,774,Man,1930-1939,RJ,Delcio Carvalho
to hopes,delcio-carvalho,1,622,Man,1930-1939,RJ,Delcio Carvalho
wait,delcio-carvalho,1,1753,Man,1930-1939,RJ,Delcio Carvalho
forget,delcio-carvalho,1,2291,Man,1930-1939,RJ,Delcio Carvalho
miss,delcio-carvalho,1,925,Man,1930-1939,RJ,Delcio Carvalho
happiness,delcio-carvalho,1,1110,Man,1930-1939,RJ,Delcio Carvalho
happy,delcio-carvalho,4,2585,Man,1930-1939,RJ,Delcio Carvalho
party,delcio-carvalho,2,808,Man,1930-1939,RJ,Delcio Carvalho
flower,delcio-carvalho,3,1265,Man,1930-1939,RJ,Delcio Carvalho
strong,delcio-carvalho,1,723,Man,1930-1939,RJ,Delcio Carvalho
to force,delcio-carvalho,2,658,Man,1930-1939,RJ,Delcio Carvalho
front,delcio-carvalho,1,637,Man,1930-1939,RJ,Delcio Carvalho
to run away,delcio-carvalho,2,584,Man,1930-1939,RJ,Delcio Carvalho
people,delcio-carvalho,2,5724,Man,1930-1939,RJ,Delcio Carvalho
shout out,delcio-carvalho,1,642,Man,1930-1939,RJ,Delcio Carvalho
today,delcio-carvalho,1,2878,Man,1930-1939,RJ,Delcio Carvalho
never,delcio-carvalho,1,638,Man,1930-1939,RJ,Delcio Carvalho
way,delcio-carvalho,1,1733,Man,1930-1939,RJ,Delcio Carvalho
to swear,delcio-carvalho,1,789,Man,1930-1939,RJ,Delcio Carvalho
to remember,delcio-carvalho,1,1250,Man,1930-1939,RJ,Delcio Carvalho
far,delcio-carvalho,1,852,Man,1930-1939,RJ,Delcio Carvalho
moon,delcio-carvalho,1,1323,Man,1930-1939,RJ,Delcio Carvalho
place,delcio-carvalho,1,1602,Man,1930-1939,RJ,Delcio Carvalho
madrugar,delcio-carvalho,1,674,Man,1930-1939,RJ,Delcio Carvalho
sea,delcio-carvalho,1,2991,Man,1930-1939,RJ,Delcio Carvalho
best,delcio-carvalho,1,1360,Man,1930-1939,RJ,Delcio Carvalho
same,delcio-carvalho,2,2388,Man,1930-1939,RJ,Delcio Carvalho
to mix,delcio-carvalho,1,533,Man,1930-1939,RJ,Delcio Carvalho
time,delcio-carvalho,1,820,Man,1930-1939,RJ,Delcio Carvalho
to live,delcio-carvalho,2,1152,Man,1930-1939,RJ,Delcio Carvalho
to die,delcio-carvalho,1,2666,Man,1930-1939,RJ,Delcio Carvalho
Show,delcio-carvalho,2,717,Man,1930-1939,RJ,Delcio Carvalho
world,delcio-carvalho,3,3522,Man,1930-1939,RJ,Delcio Carvalho
nobody,delcio-carvalho,1,3085,Man,1930-1939,RJ,Delcio Carvalho
night,delcio-carvalho,3,2864,Man,1930-1939,RJ,Delcio Carvalho
Never,delcio-carvalho,1,2565,Man,1930-1939,RJ,Delcio Carvalho
to look,delcio-carvalho,1,4919,Man,1930-1939,RJ,Delcio Carvalho
other,delcio-carvalho,2,2805,Man,1930-1939,RJ,Delcio Carvalho
passion,delcio-carvalho,2,1591,Man,1930-1939,RJ,Delcio Carvalho
to spend,delcio-carvalho,6,4368,Man,1930-1939,RJ,Delcio Carvalho
peace,delcio-carvalho,2,1855,Man,1930-1939,RJ,Delcio Carvalho
suborn,delcio-carvalho,1,1462,Man,1930-1939,RJ,Delcio Carvalho
lose,delcio-carvalho,2,2443,Man,1930-1939,RJ,Delcio Carvalho
to plant,delcio-carvalho,1,762,Man,1930-1939,RJ,Delcio Carvalho
power,delcio-carvalho,5,7634,Man,1930-1939,RJ,Delcio Carvalho
people,delcio-carvalho,1,1256,Man,1930-1939,RJ,Delcio Carvalho
pleasure,delcio-carvalho,1,1042,Man,1930-1939,RJ,Delcio Carvalho
Search for,delcio-carvalho,2,2198,Man,1930-1939,RJ,Delcio Carvalho
quantum,delcio-carvalho,2,531,Man,1930-1939,RJ,Delcio Carvalho
reason,delcio-carvalho,1,1038,Man,1930-1939,RJ,Delcio Carvalho
rotate,delcio-carvalho,1,884,Man,1930-1939,RJ,Delcio Carvalho
to samba,delcio-carvalho,15,6306,Man,1930-1939,RJ,Delcio Carvalho
miss,delcio-carvalho,3,2670,Man,1930-1939,RJ,Delcio Carvalho
follow,delcio-carvalho,1,771,Man,1930-1939,RJ,Delcio Carvalho
to feel,delcio-carvalho,3,3125,Man,1930-1939,RJ,Delcio Carvalho
Sun,delcio-carvalho,1,2154,Man,1930-1939,RJ,Delcio Carvalho
loneliness,delcio-carvalho,2,878,Man,1930-1939,RJ,Delcio Carvalho
to dream,delcio-carvalho,2,2462,Man,1930-1939,RJ,Delcio Carvalho
dream,delcio-carvalho,16,1098,Man,1930-1939,RJ,Delcio Carvalho
to smile,delcio-carvalho,4,1303,Man,1930-1939,RJ,Delcio Carvalho
smile,delcio-carvalho,1,896,Man,1930-1939,RJ,Delcio Carvalho
to sweat,delcio-carvalho,2,3445,Man,1930-1939,RJ,Delcio Carvalho
move up,delcio-carvalho,1,519,Man,1930-1939,RJ,Delcio Carvalho
time,delcio-carvalho,3,3470,Man,1930-1939,RJ,Delcio Carvalho
to try,delcio-carvalho,1,1107,Man,1930-1939,RJ,Delcio Carvalho
to take,delcio-carvalho,1,897,Man,1930-1939,RJ,Delcio Carvalho
to work,delcio-carvalho,1,743,Man,1930-1939,RJ,Delcio Carvalho
bring,delcio-carvalho,3,1614,Man,1930-1939,RJ,Delcio Carvalho
sadness,delcio-carvalho,3,1071,Man,1930-1939,RJ,Delcio Carvalho
worth,delcio-carvalho,1,1283,Man,1930-1939,RJ,Delcio Carvalho
old,delcio-carvalho,1,1101,Man,1930-1939,RJ,Delcio Carvalho
blow,delcio-carvalho,2,911,Man,1930-1939,RJ,Delcio Carvalho
to see,delcio-carvalho,6,9632,Man,1930-1939,RJ,Delcio Carvalho
truth,delcio-carvalho,1,1075,Man,1930-1939,RJ,Delcio Carvalho
life,delcio-carvalho,4,6401,Man,1930-1939,RJ,Delcio Carvalho
come back,delcio-carvalho,2,3429,Man,1930-1939,RJ,Delcio Carvalho
to finish,fred-camacho,2,1832,Man,1970-1979,RJ,Fred Camacho
love,fred-camacho,2,9816,Man,1970-1979,RJ,Fred Camacho
love,fred-camacho,2,31458,Man,1970-1979,RJ,Fred Camacho
air,fred-camacho,1,778,Man,1970-1979,RJ,Fred Camacho
bahia,fred-camacho,1,658,Man,1970-1979,RJ,Fred Camacho
Good,fred-camacho,2,3691,Man,1970-1979,RJ,Fred Camacho
weary,fred-camacho,1,880,Man,1970-1979,RJ,Fred Camacho
Call,fred-camacho,2,1650,Man,1970-1979,RJ,Fred Camacho
to arrive,fred-camacho,9,4489,Man,1970-1979,RJ,Fred Camacho
floor,fred-camacho,1,1037,Man,1970-1979,RJ,Fred Camacho
how,fred-camacho,2,3838,Man,1970-1979,RJ,Fred Camacho
tell,fred-camacho,1,1269,Man,1970-1979,RJ,Fred Camacho
heart,fred-camacho,1,6266,Man,1970-1979,RJ,Fred Camacho
kid,fred-camacho,1,708,Man,1970-1979,RJ,Fred Camacho
to dance,fred-camacho,5,1429,Man,1970-1979,RJ,Fred Camacho
to say,fred-camacho,2,8012,Man,1970-1979,RJ,Fred Camacho
front,fred-camacho,1,637,Man,1970-1979,RJ,Fred Camacho
to run away,fred-camacho,1,584,Man,1970-1979,RJ,Fred Camacho
get together,fred-camacho,1,544,Man,1970-1979,RJ,Fred Camacho
to remember,fred-camacho,1,1250,Man,1970-1979,RJ,Fred Camacho
pretty,fred-camacho,3,954,Man,1970-1979,RJ,Fred Camacho
sea,fred-camacho,1,2991,Man,1970-1979,RJ,Fred Camacho
best,fred-camacho,1,1360,Man,1970-1979,RJ,Fred Camacho
to lie,fred-camacho,1,855,Man,1970-1979,RJ,Fred Camacho
to die,fred-camacho,2,2666,Man,1970-1979,RJ,Fred Camacho
world,fred-camacho,1,3522,Man,1970-1979,RJ,Fred Camacho
born,fred-camacho,1,1401,Man,1970-1979,RJ,Fred Camacho
deny,fred-camacho,8,1206,Man,1970-1979,RJ,Fred Camacho
to look,fred-camacho,2,4919,Man,1970-1979,RJ,Fred Camacho
eye,fred-camacho,2,1668,Man,1970-1979,RJ,Fred Camacho
other,fred-camacho,1,2805,Man,1970-1979,RJ,Fred Camacho
pay,fred-camacho,1,832,Man,1970-1979,RJ,Fred Camacho
passion,fred-camacho,1,1591,Man,1970-1979,RJ,Fred Camacho
stop,fred-camacho,1,1510,Man,1970-1979,RJ,Fred Camacho
to spend,fred-camacho,3,4368,Man,1970-1979,RJ,Fred Camacho
take,fred-camacho,1,1843,Man,1970-1979,RJ,Fred Camacho
think,fred-camacho,1,2418,Man,1970-1979,RJ,Fred Camacho
power,fred-camacho,4,7634,Man,1970-1979,RJ,Fred Camacho
need,fred-camacho,2,2443,Man,1970-1979,RJ,Fred Camacho
foot,fred-camacho,1,1424,Man,1970-1979,RJ,Fred Camacho
rotate,fred-camacho,1,884,Man,1970-1979,RJ,Fred Camacho
to samba,fred-camacho,2,6306,Man,1970-1979,RJ,Fred Camacho
ever,fred-camacho,2,3360,Man,1970-1979,RJ,Fred Camacho
to suffer,fred-camacho,1,2090,Man,1970-1979,RJ,Fred Camacho
to sweat,fred-camacho,1,3445,Man,1970-1979,RJ,Fred Camacho
time,fred-camacho,1,3470,Man,1970-1979,RJ,Fred Camacho
touch,fred-camacho,1,1207,Man,1970-1979,RJ,Fred Camacho
bring,fred-camacho,2,1614,Man,1970-1979,RJ,Fred Camacho
to see,fred-camacho,1,9632,Man,1970-1979,RJ,Fred Camacho
to live,fred-camacho,1,4828,Man,1970-1979,RJ,Fred Camacho
come back,fred-camacho,1,3429,Man,1970-1979,RJ,Fred Camacho
Water,fred-camacho,2,1388,Man,1970-1979,RJ,Fred Camacho
to finish,germano-mathias,4,1832,Man,1930-1939,SP,Germano Mathias
find,germano-mathias,3,1151,Man,1930-1939,SP,Germano Mathias
wake up,germano-mathias,2,698,Man,1930-1939,SP,Germano Mathias
to believe,germano-mathias,1,756,Man,1930-1939,SP,Germano Mathias
now,germano-mathias,3,2881,Man,1930-1939,SP,Germano Mathias
tomorrow,germano-mathias,2,1094,Man,1930-1939,SP,Germano Mathias
love,germano-mathias,2,9816,Man,1930-1939,SP,Germano Mathias
love,germano-mathias,8,31458,Man,1930-1939,SP,Germano Mathias
walk,germano-mathias,4,1990,Man,1930-1939,SP,Germano Mathias
to knock,germano-mathias,1,1694,Man,1930-1939,SP,Germano Mathias
batucar,germano-mathias,1,526,Man,1930-1939,SP,Germano Mathias
drink,germano-mathias,1,983,Man,1930-1939,SP,Germano Mathias
trundle,germano-mathias,1,545,Man,1930-1939,SP,Germano Mathias
Good,germano-mathias,2,3691,Man,1930-1939,SP,Germano Mathias
beautiful,germano-mathias,3,1166,Man,1930-1939,SP,Germano Mathias
fight,germano-mathias,3,610,Man,1930-1939,SP,Germano Mathias
search,germano-mathias,3,674,Man,1930-1939,SP,Germano Mathias
head,germano-mathias,2,760,Man,1930-1939,SP,Germano Mathias
to fall,germano-mathias,2,1544,Man,1930-1939,SP,Germano Mathias
silence,germano-mathias,1,549,Man,1930-1939,SP,Germano Mathias
weary,germano-mathias,1,880,Man,1930-1939,SP,Germano Mathias
sing,germano-mathias,3,8891,Man,1930-1939,SP,Germano Mathias
Carnival,germano-mathias,1,816,Man,1930-1939,SP,Germano Mathias
expensive,germano-mathias,2,2089,Man,1930-1939,SP,Germano Mathias
to marry,germano-mathias,7,2147,Man,1930-1939,SP,Germano Mathias
Call,germano-mathias,7,1650,Man,1930-1939,SP,Germano Mathias
to arrive,germano-mathias,2,4489,Man,1930-1939,SP,Germano Mathias
full,germano-mathias,1,743,Man,1930-1939,SP,Germano Mathias
cry,germano-mathias,5,4386,Man,1930-1939,SP,Germano Mathias
rain,germano-mathias,2,635,Man,1930-1939,SP,Germano Mathias
floor,germano-mathias,2,1037,Man,1930-1939,SP,Germano Mathias
top,germano-mathias,2,979,Man,1930-1939,SP,Germano Mathias
thing,germano-mathias,1,2410,Man,1930-1939,SP,Germano Mathias
eat,germano-mathias,7,4536,Man,1930-1939,SP,Germano Mathias
with me,germano-mathias,4,1583,Man,1930-1939,SP,Germano Mathias
how,germano-mathias,4,3838,Man,1930-1939,SP,Germano Mathias
heart,germano-mathias,7,6266,Man,1930-1939,SP,Germano Mathias
body,germano-mathias,3,1523,Man,1930-1939,SP,Germano Mathias
kid,germano-mathias,1,708,Man,1930-1939,SP,Germano Mathias
sky,germano-mathias,1,2061,Man,1930-1939,SP,Germano Mathias
to dance,germano-mathias,1,1429,Man,1930-1939,SP,Germano Mathias
inside,germano-mathias,1,1212,Man,1930-1939,SP,Germano Mathias
later,germano-mathias,1,1839,Man,1930-1939,SP,Germano Mathias
since,germano-mathias,4,562,Man,1930-1939,SP,Germano Mathias
God,germano-mathias,3,3257,Man,1930-1939,SP,Germano Mathias
day,germano-mathias,1,4842,Man,1930-1939,SP,Germano Mathias
cash,germano-mathias,3,680,Man,1930-1939,SP,Germano Mathias
to say,germano-mathias,14,8012,Man,1930-1939,SP,Germano Mathias
owner,germano-mathias,1,564,Man,1930-1939,SP,Germano Mathias
ache,germano-mathias,1,2290,Man,1930-1939,SP,Germano Mathias
to sleep,germano-mathias,3,868,Man,1930-1939,SP,Germano Mathias
although,germano-mathias,1,1492,Man,1930-1939,SP,Germano Mathias
get in,germano-mathias,1,1652,Man,1930-1939,SP,Germano Mathias
forget,germano-mathias,4,2291,Man,1930-1939,SP,Germano Mathias
speak,germano-mathias,4,2676,Man,1930-1939,SP,Germano Mathias
happy,germano-mathias,2,2585,Man,1930-1939,SP,Germano Mathias
party,germano-mathias,2,808,Man,1930-1939,SP,Germano Mathias
end,germano-mathias,1,1834,Man,1930-1939,SP,Germano Mathias
strong,germano-mathias,2,723,Man,1930-1939,SP,Germano Mathias
like,germano-mathias,1,2259,Man,1930-1939,SP,Germano Mathias
big,germano-mathias,2,1626,Man,1930-1939,SP,Germano Mathias
shout out,germano-mathias,2,642,Man,1930-1939,SP,Germano Mathias
save,germano-mathias,1,807,Man,1930-1939,SP,Germano Mathias
today,germano-mathias,2,2878,Man,1930-1939,SP,Germano Mathias
men,germano-mathias,2,1384,Man,1930-1939,SP,Germano Mathias
hour,germano-mathias,2,2096,Man,1930-1939,SP,Germano Mathias
equal,germano-mathias,1,658,Man,1930-1939,SP,Germano Mathias
acquaint,germano-mathias,1,1032,Man,1930-1939,SP,Germano Mathias
way,germano-mathias,3,1733,Man,1930-1939,SP,Germano Mathias
to play,germano-mathias,4,1562,Man,1930-1939,SP,Germano Mathias
to read,germano-mathias,1,934,Man,1930-1939,SP,Germano Mathias
take along,germano-mathias,5,2918,Man,1930-1939,SP,Germano Mathias
Crazy,germano-mathias,3,1032,Man,1930-1939,SP,Germano Mathias
moon,germano-mathias,1,1323,Man,1930-1939,SP,Germano Mathias
place,germano-mathias,1,1602,Man,1930-1939,SP,Germano Mathias
to fight,germano-mathias,1,636,Man,1930-1939,SP,Germano Mathias
madrugar,germano-mathias,1,674,Man,1930-1939,SP,Germano Mathias
larger,germano-mathias,1,628,Man,1930-1939,SP,Germano Mathias
bad,germano-mathias,1,1934,Man,1930-1939,SP,Germano Mathias
rascal,germano-mathias,3,604,Man,1930-1939,SP,Germano Mathias
to send,germano-mathias,2,1580,Man,1930-1939,SP,Germano Mathias
hose,germano-mathias,1,520,Man,1930-1939,SP,Germano Mathias
Mary,germano-mathias,5,1022,Man,1930-1939,SP,Germano Mathias
fear,germano-mathias,3,979,Man,1930-1939,SP,Germano Mathias
same,germano-mathias,4,2388,Man,1930-1939,SP,Germano Mathias
to live,germano-mathias,2,1152,Man,1930-1939,SP,Germano Mathias
to die,germano-mathias,12,2666,Man,1930-1939,SP,Germano Mathias
woman,germano-mathias,11,2994,Man,1930-1939,SP,Germano Mathias
world,germano-mathias,1,3522,Man,1930-1939,SP,Germano Mathias
hand,germano-mathias,4,2300,Man,1930-1939,SP,Germano Mathias
deny,germano-mathias,3,1206,Man,1930-1939,SP,Germano Mathias
nobody,germano-mathias,2,3085,Man,1930-1939,SP,Germano Mathias
night,germano-mathias,1,2864,Man,1930-1939,SP,Germano Mathias
Name,germano-mathias,1,928,Man,1930-1939,SP,Germano Mathias
Never,germano-mathias,1,2565,Man,1930-1939,SP,Germano Mathias
other,germano-mathias,2,2805,Man,1930-1939,SP,Germano Mathias
pay,germano-mathias,1,832,Man,1930-1939,SP,Germano Mathias
dad,germano-mathias,4,835,Man,1930-1939,SP,Germano Mathias
stop,germano-mathias,6,1510,Man,1930-1939,SP,Germano Mathias
leave,germano-mathias,1,1209,Man,1930-1939,SP,Germano Mathias
to spend,germano-mathias,2,4368,Man,1930-1939,SP,Germano Mathias
ask,germano-mathias,1,2118,Man,1930-1939,SP,Germano Mathias
take,germano-mathias,3,1843,Man,1930-1939,SP,Germano Mathias
think,germano-mathias,1,2418,Man,1930-1939,SP,Germano Mathias
lose,germano-mathias,2,2443,Man,1930-1939,SP,Germano Mathias
to forgive,germano-mathias,1,606,Man,1930-1939,SP,Germano Mathias
